record_id,timestamp,building_id,building_type,building_area_m2,occupancy_level,temperature_c,humidity_percent,weather_condition,energy_source,energy_consumed_kwh,energy_generated_kwh,energy_cost_naira,optimization_score_percent
208,2025-03-24 19:00:00,B-4530,Educational,1762.38,Low,24.3,89.3,Rainy,Grid,10.82,0.0,808.05,83.15
209,2025-04-16 03:00:00,B-9224,Commercial,2221.15,Low,30.3,59.2,Sunny,Mixed,131.65,90.07,7486.78,71.07
210,2025-01-29 02:00:00,B-8223,Industrial,2982.13,Low,33.5,42.6,Rainy,Solar,95.33,63.16,6608.71,65.26
211,2025-03-27 05:00:00,B-8199,Industrial,3593.33,Medium,33.5,40.8,Cloudy,Mixed,39.44,97.14,1863.11,94.18
212,2025-02-17 12:00:00,B-4684,Commercial,2486.78,Low,22.2,82.2,Sunny,Grid,69.57,0.0,4215.43,74.37
213,2025-02-14 16:00:00,B-7056,Industrial,2985.11,Low,20.8,53.5,Sunny,Solar,145.56,25.81,9646.18,73.01
214,2025-04-17 03:00:00,B-5311,Commercial,3878.69,Medium,20.2,88.2,Windy,Mixed,70.8,23.61,3040.14,66.79
215,2025-05-16 14:00:00,B-5114,Commercial,2622.88,High,23.7,79.7,Windy,Mixed,67.48,24.87,4365.0,88.27
216,2025-02-01 01:00:00,B-5971,Residential,876.86,Medium,20.8,32.2,Windy,Grid,111.78,0.0,7439.2,78.99
217,2025-01-30 04:00:00,B-7287,Educational,4228.64,High,31.7,65.1,Cloudy,Mixed,130.9,20.58,5822.01,70.79
218,2025-01-23 19:00:00,B-7185,Educational,332.58,Medium,27.0,86.2,Rainy,Generator,10.7,0.0,480.26,78.09
219,2025-05-29 21:00:00,B-3252,Educational,4672.68,Medium,23.4,60.4,Cloudy,Grid,11.03,0.0,506.65,99.47
220,2025-05-26 22:00:00,B-5563,Residential,4827.34,Medium,18.1,87.1,Cloudy,Grid,97.67,0.0,7297.58,78.19
221,2025-06-08 03:00:00,B-6103,Residential,2602.2,Low,26.3,70.0,Rainy,Generator,25.25,0.0,1040.27,72.32
222,2025-03-17 08:00:00,B-8419,Educational,3538.17,High,21.4,70.4,Sunny,Generator,145.64,0.0,6372.63,86.9
223,2025-01-26 18:00:00,B-4139,Industrial,2246.56,Medium,32.8,40.6,Rainy,Solar,105.43,83.81,8200.83,87.33
224,2025-01-26 12:00:00,B-3335,Commercial,2511.02,High,28.5,82.1,Cloudy,Generator,87.74,0.0,3616.25,97.24
225,2025-01-20 10:00:00,B-9801,Commercial,3463.16,Low,29.5,42.9,Cloudy,Mixed,100.54,39.39,6640.6,64.26
226,2025-01-16 00:00:00,B-8573,Residential,3306.33,Low,35.0,32.9,Sunny,Generator,146.69,0.0,8255.17,94.83
227,2025-04-21 18:00:00,B-3319,Commercial,3922.81,Medium,27.6,74.3,Windy,Solar,132.38,40.41,7026.91,86.7
228,2025-04-05 19:00:00,B-5966,Residential,4048.84,Medium,31.0,77.9,Cloudy,Solar,68.16,81.78,3054.14,81.78
229,2025-01-23 08:00:00,B-9226,Residential,78.51,High,23.5,52.0,Cloudy,Mixed,62.45,69.55,3468.62,77.95
230,2025-06-02 00:00:00,B-4192,Commercial,1225.84,Low,24.3,43.6,Cloudy,Solar,15.61,60.34,1041.63,84.78
231,2025-02-22 09:00:00,B-8338,Residential,2344.3,Medium,24.5,81.8,Rainy,Mixed,80.27,47.92,3293.13,73.65
232,2025-01-29 21:00:00,B-2415,Industrial,1931.97,Low,24.8,64.8,Cloudy,Generator,82.37,0.0,5297.73,90.6
233,2025-02-25 04:00:00,B-7337,Educational,4074.28,High,30.2,87.3,Sunny,Mixed,7.64,19.58,307.91,85.9
234,2025-05-04 08:00:00,B-5689,Educational,4495.25,Medium,22.1,85.6,Cloudy,Generator,13.74,0.0,1063.17,74.06
235,2025-06-24 17:00:00,B-8178,Industrial,552.03,Medium,26.3,45.4,Rainy,Generator,46.31,0.0,2421.62,92.12
236,2025-04-21 10:00:00,B-2387,Commercial,2718.85,Low,23.3,66.6,Windy,Solar,108.84,27.26,6154.03,64.88
237,2025-03-31 20:00:00,B-9867,Residential,946.69,Low,29.6,40.9,Windy,Generator,81.15,0.0,5547.56,64.28
238,2025-03-02 18:00:00,B-8509,Educational,2858.2,High,22.4,87.8,Windy,Mixed,75.11,80.6,4657.5,61.74
239,2025-02-08 06:00:00,B-1474,Residential,3184.1,High,34.2,66.1,Cloudy,Solar,123.78,88.42,6080.47,68.48
240,2025-02-12 14:00:00,B-4077,Educational,3074.36,High,25.0,80.4,Windy,Mixed,135.5,35.34,6703.84,91.22
241,2025-05-03 09:00:00,B-3812,Commercial,1410.29,Low,32.0,55.4,Rainy,Grid,101.79,0.0,4460.58,84.95
242,2025-01-01 19:00:00,B-3587,Residential,2286.25,Medium,28.0,40.1,Cloudy,Generator,111.85,0.0,8334.15,68.67
243,2025-06-09 12:00:00,B-7622,Residential,523.79,High,18.4,68.5,Sunny,Solar,93.03,54.67,4584.32,75.64
244,2025-02-25 10:00:00,B-3208,Industrial,2992.66,Medium,26.4,89.3,Cloudy,Grid,24.78,0.0,1680.23,76.17
245,2025-04-23 19:00:00,B-1187,Educational,2169.59,Medium,30.2,71.5,Cloudy,Grid,148.73,0.0,6713.04,64.16
246,2025-01-05 22:00:00,B-2797,Residential,3635.48,Low,27.8,46.4,Cloudy,Grid,16.52,0.0,717.4,95.77
247,2025-02-03 22:00:00,B-8534,Industrial,999.74,Low,23.5,43.6,Rainy,Generator,56.47,0.0,2415.61,80.76
248,2025-02-16 16:00:00,B-5355,Residential,384.68,Low,31.6,44.0,Cloudy,Generator,83.3,0.0,6264.42,86.04
249,2025-06-06 06:00:00,B-8480,Commercial,2688.14,Medium,23.5,50.0,Windy,Mixed,102.08,99.41,6785.62,82.31
250,2025-04-07 04:00:00,B-2992,Industrial,3666.72,High,25.9,33.6,Cloudy,Generator,86.53,0.0,6775.73,67.01
251,2025-05-25 19:00:00,B-1656,Residential,3465.52,Medium,21.4,62.1,Rainy,Generator,19.02,0.0,1103.44,90.25
252,2025-05-12 12:00:00,B-4045,Educational,1770.48,High,29.3,77.7,Windy,Grid,139.44,0.0,6886.34,75.97
253,2025-03-10 18:00:00,B-4878,Commercial,804.46,Medium,34.9,85.6,Windy,Mixed,83.29,84.2,5067.22,84.94
254,2025-01-05 15:00:00,B-4729,Industrial,491.17,Medium,30.8,37.7,Rainy,Mixed,124.78,78.2,8528.69,61.45
255,2025-03-17 02:00:00,B-6710,Commercial,1550.49,High,22.5,51.6,Sunny,Solar,17.71,93.7,1100.71,72.22
256,2025-03-14 19:00:00,B-4564,Educational,2015.06,Low,25.6,66.0,Cloudy,Grid,79.77,0.0,6124.4,79.88
257,2025-01-22 02:00:00,B-1082,Educational,4961.18,Low,32.5,42.5,Windy,Solar,139.94,11.64,10173.36,75.22
258,2025-02-11 17:00:00,B-4082,Commercial,4395.97,Low,32.8,78.4,Sunny,Solar,119.55,30.47,5168.96,76.12
259,2025-03-30 10:00:00,B-8850,Commercial,908.95,Low,29.8,50.8,Rainy,Solar,146.46,64.1,10676.82,65.3
260,2025-01-09 19:00:00,B-8962,Educational,4316.97,High,33.7,59.2,Cloudy,Grid,92.91,0.0,6558.74,66.99
261,2025-05-21 20:00:00,B-9294,Educational,2537.7,High,24.8,38.8,Windy,Mixed,58.29,6.82,2391.78,65.41
262,2025-04-09 06:00:00,B-7672,Commercial,4817.42,Medium,27.3,87.9,Rainy,Mixed,67.71,31.18,4079.23,77.58
263,2025-04-09 09:00:00,B-4780,Educational,573.04,High,28.9,43.0,Sunny,Mixed,94.84,65.02,4370.32,62.45
264,2025-04-25 00:00:00,B-1184,Educational,3914.77,High,25.8,33.5,Rainy,Mixed,149.26,5.78,10120.04,99.35
265,2025-02-12 03:00:00,B-8088,Commercial,1233.94,Low,20.4,37.3,Windy,Solar,48.97,10.1,3314.61,62.49
266,2025-04-15 12:00:00,B-1748,Commercial,2571.64,High,34.9,78.8,Rainy,Solar,94.21,30.63,6119.49,81.08
267,2025-01-07 09:00:00,B-6532,Commercial,2159.11,Low,20.2,83.2,Sunny,Generator,70.22,0.0,3355.46,74.71
268,2025-06-23 19:00:00,B-5834,Residential,2099.94,High,32.1,74.0,Windy,Mixed,116.55,1.1,6602.11,79.25
269,2025-01-12 05:00:00,B-3391,Commercial,145.0,Medium,22.4,75.6,Rainy,Solar,24.88,53.53,1209.37,60.48
270,2025-04-11 18:00:00,B-7871,Residential,1243.95,Medium,34.6,78.1,Windy,Generator,144.14,0.0,8578.37,64.39
271,2025-06-22 23:00:00,B-7767,Educational,2762.4,Medium,25.7,80.7,Windy,Grid,19.22,0.0,1144.16,66.0
272,2025-03-07 09:00:00,B-3364,Commercial,1657.15,High,30.5,58.6,Cloudy,Generator,59.5,0.0,3318.85,78.38
273,2025-01-27 19:00:00,B-9499,Industrial,3935.83,Medium,33.2,87.3,Sunny,Grid,119.1,0.0,6266.6,87.53
274,2025-02-14 22:00:00,B-8788,Industrial,2216.14,Medium,22.3,80.5,Sunny,Grid,10.57,0.0,804.06,78.46
275,2025-06-20 09:00:00,B-4712,Industrial,3204.15,High,29.2,83.7,Sunny,Generator,97.32,0.0,6282.72,62.67
276,2025-05-13 19:00:00,B-6768,Industrial,2616.12,Low,20.6,74.2,Cloudy,Solar,79.27,68.02,3302.94,63.39
277,2025-03-26 22:00:00,B-7551,Educational,3595.8,High,19.2,34.3,Sunny,Solar,6.76,95.65,469.82,74.13
278,2025-04-11 17:00:00,B-9662,Commercial,1517.85,Low,23.9,76.5,Windy,Grid,100.9,0.0,4783.45,66.96
279,2025-03-06 01:00:00,B-3985,Industrial,537.06,Medium,29.2,75.9,Rainy,Generator,43.43,0.0,1773.59,63.29
280,2025-02-27 03:00:00,B-8458,Commercial,4840.91,High,23.0,76.2,Cloudy,Mixed,95.58,38.19,4609.58,64.86
281,2025-04-11 10:00:00,B-2035,Residential,3094.31,High,31.2,68.6,Cloudy,Grid,81.89,0.0,3413.02,98.74
282,2025-06-09 06:00:00,B-6020,Commercial,4003.64,Low,23.0,88.8,Rainy,Generator,92.27,0.0,5840.41,89.92
283,2025-05-14 17:00:00,B-9314,Industrial,4068.26,High,29.2,37.7,Cloudy,Generator,54.05,0.0,4168.52,68.98
284,2025-06-19 22:00:00,B-7500,Industrial,1892.23,Low,25.3,56.4,Cloudy,Solar,93.88,94.31,4659.05,64.86
285,2025-02-06 11:00:00,B-1605,Industrial,1027.48,High,33.1,68.7,Windy,Mixed,46.46,81.59,3459.17,93.86
286,2025-06-15 22:00:00,B-2243,Educational,4598.69,Medium,22.3,75.3,Cloudy,Mixed,71.78,84.2,4962.84,91.06
287,2025-02-04 09:00:00,B-4374,Industrial,3298.0,Low,21.0,62.7,Rainy,Generator,147.78,0.0,11452.29,61.73
288,2025-06-17 14:00:00,B-2636,Commercial,865.83,Medium,20.2,73.6,Cloudy,Generator,123.58,0.0,5998.63,80.23
289,2025-03-11 21:00:00,B-2033,Commercial,4211.48,High,30.5,62.5,Rainy,Solar,90.6,50.84,4702.32,82.6
290,2025-06-07 14:00:00,B-7965,Residential,3459.98,High,32.8,68.2,Windy,Grid,115.36,0.0,5353.03,78.46
291,2025-04-17 20:00:00,B-3905,Commercial,96.19,High,22.2,73.6,Cloudy,Solar,148.81,9.92,8342.25,92.0
292,2025-01-01 14:00:00,B-5256,Residential,1059.98,High,27.4,74.0,Windy,Mixed,94.32,18.8,5113.59,91.35
293,2025-04-29 17:00:00,B-4491,Commercial,2793.42,High,18.1,75.7,Cloudy,Mixed,10.12,74.57,486.76,98.32
294,2025-02-16 08:00:00,B-7391,Industrial,1871.31,Low,23.6,38.9,Rainy,Solar,49.31,87.67,3937.57,74.73
295,2025-01-07 00:00:00,B-7202,Educational,2270.62,Low,30.3,83.2,Windy,Generator,90.99,0.0,5064.6,76.5
296,2025-01-25 04:00:00,B-3343,Industrial,3493.31,High,18.1,67.2,Sunny,Grid,56.55,0.0,4058.47,63.72
297,2025-06-04 04:00:00,B-3358,Residential,2961.6,High,26.2,68.5,Cloudy,Grid,14.4,0.0,910.07,82.46
298,2025-03-05 07:00:00,B-5042,Educational,2825.27,Medium,28.3,70.6,Windy,Generator,121.72,0.0,6182.5,93.0
299,2025-06-11 08:00:00,B-7346,Commercial,2516.37,High,19.3,33.5,Sunny,Generator,53.46,0.0,3816.82,88.31
300,2025-01-25 08:00:00,B-9413,Educational,3953.64,Low,26.8,56.4,Windy,Mixed,26.38,32.82,1513.18,63.54
301,2025-04-22 17:00:00,B-8378,Industrial,1142.03,High,28.2,74.1,Cloudy,Solar,149.76,93.31,9839.62,76.85
302,2025-03-31 06:00:00,B-8788,Residential,3199.08,Low,31.4,37.1,Rainy,Solar,64.44,83.98,3566.97,82.87
303,2025-04-16 16:00:00,B-9314,Educational,2959.46,Medium,21.1,51.7,Rainy,Grid,53.5,0.0,2196.06,60.97
304,2025-06-08 02:00:00,B-6784,Commercial,4166.9,Low,22.6,61.1,Cloudy,Solar,48.32,94.07,2433.97,77.19
305,2025-03-07 09:00:00,B-2719,Educational,4370.01,Medium,32.3,41.2,Rainy,Mixed,121.38,45.82,7200.11,65.34
306,2025-01-16 07:00:00,B-5224,Residential,448.98,Medium,30.4,59.8,Windy,Mixed,68.34,72.95,4826.21,66.36
307,2025-06-17 09:00:00,B-8461,Residential,3070.61,High,20.3,75.1,Rainy,Mixed,100.26,95.66,4286.95,62.28
308,2025-02-07 14:00:00,B-2964,Commercial,1446.83,Low,22.4,44.8,Rainy,Grid,136.41,0.0,6818.02,70.88
309,2025-01-01 16:00:00,B-7830,Industrial,3809.02,High,25.6,76.6,Rainy,Grid,14.48,0.0,861.6,61.34
310,2025-06-12 15:00:00,B-1322,Commercial,360.13,Medium,33.4,38.4,Sunny,Mixed,82.2,41.11,4430.06,95.99
311,2025-05-28 18:00:00,B-5106,Educational,158.03,Medium,29.3,87.8,Sunny,Generator,86.22,0.0,6679.71,62.09
312,2025-02-27 20:00:00,B-1943,Industrial,2123.03,Low,22.4,73.8,Rainy,Grid,147.29,0.0,7402.97,86.17
313,2025-05-30 17:00:00,B-4129,Educational,1030.58,Medium,27.6,57.8,Sunny,Mixed,145.94,60.85,7877.88,64.56
314,2025-03-31 02:00:00,B-7692,Industrial,798.67,Low,21.8,45.1,Cloudy,Grid,128.34,0.0,8014.69,80.94
315,2025-01-25 23:00:00,B-4214,Residential,618.11,Low,32.6,73.4,Cloudy,Solar,14.81,70.78,914.39,63.27
316,2025-06-27 04:00:00,B-1433,Commercial,2318.59,Low,26.2,39.9,Cloudy,Grid,142.13,0.0,10517.48,86.76
317,2025-05-02 15:00:00,B-2468,Commercial,2338.36,Medium,25.0,69.1,Rainy,Mixed,84.09,6.23,5087.45,92.26
318,2025-06-20 09:00:00,B-4658,Industrial,2323.24,Low,18.9,77.2,Sunny,Mixed,34.2,25.86,1593.32,73.21
319,2025-05-19 12:00:00,B-8927,Commercial,3795.92,Medium,26.8,42.3,Windy,Grid,132.29,0.0,9946.0,94.82
320,2025-01-15 20:00:00,B-1154,Commercial,1232.04,High,25.7,89.1,Rainy,Grid,116.94,0.0,4804.68,62.61
321,2025-04-30 03:00:00,B-2016,Industrial,2346.46,Low,33.5,62.3,Sunny,Generator,77.18,0.0,3412.82,86.27
322,2025-02-05 22:00:00,B-4278,Industrial,4119.41,High,24.5,76.5,Sunny,Generator,144.85,0.0,6974.62,80.93
323,2025-03-16 06:00:00,B-1401,Residential,1471.33,Low,31.5,64.7,Sunny,Solar,97.01,79.79,5416.92,96.6
324,2025-04-06 06:00:00,B-7536,Industrial,2688.49,Medium,20.7,71.8,Cloudy,Grid,120.02,0.0,6321.51,94.29
325,2025-05-28 08:00:00,B-3449,Residential,4535.41,Medium,22.7,89.0,Windy,Grid,25.4,0.0,1221.25,67.37
326,2025-03-27 11:00:00,B-4139,Industrial,4475.25,Low,29.1,39.1,Windy,Grid,68.85,0.0,4448.53,63.34
327,2025-01-21 01:00:00,B-9363,Commercial,4417.96,High,31.7,60.3,Sunny,Mixed,145.23,41.78,11526.09,86.72
328,2025-01-27 16:00:00,B-6369,Industrial,3191.62,Medium,20.8,82.9,Rainy,Grid,66.99,0.0,3114.32,60.5
329,2025-02-23 17:00:00,B-4272,Residential,2820.79,High,27.0,73.2,Windy,Grid,134.09,0.0,5789.51,89.26
330,2025-03-20 14:00:00,B-2864,Educational,977.69,High,32.6,79.1,Rainy,Grid,83.42,0.0,5706.74,72.57
331,2025-02-18 14:00:00,B-1340,Industrial,2382.28,Medium,32.0,57.6,Windy,Generator,56.88,0.0,3399.63,93.13
332,2025-05-16 15:00:00,B-5686,Commercial,1709.28,Low,21.0,72.7,Rainy,Generator,124.77,0.0,5493.06,69.59
333,2025-06-26 04:00:00,B-7546,Commercial,752.76,Medium,23.9,57.0,Windy,Mixed,113.58,65.11,7364.2,74.09
334,2025-03-27 05:00:00,B-7663,Educational,4215.17,Low,26.0,88.7,Windy,Solar,96.95,12.63,6500.22,73.0
335,2025-01-11 19:00:00,B-4643,Commercial,3447.32,Medium,19.2,40.5,Windy,Grid,129.08,0.0,6336.17,93.48
336,2025-04-05 17:00:00,B-9488,Commercial,1432.42,High,28.9,71.6,Sunny,Grid,79.33,0.0,4142.01,68.51
337,2025-01-15 22:00:00,B-9351,Educational,214.29,Medium,23.2,69.2,Sunny,Grid,141.05,0.0,10557.34,90.64
338,2025-06-25 21:00:00,B-3068,Industrial,3952.81,Medium,29.3,45.6,Windy,Mixed,136.54,67.07,8522.5,64.44
339,2025-06-23 00:00:00,B-2884,Industrial,2262.92,Medium,25.8,81.9,Sunny,Mixed,84.26,38.04,6662.61,64.43
340,2025-06-09 19:00:00,B-8215,Industrial,2141.61,Low,18.7,74.4,Rainy,Generator,138.12,0.0,7071.95,94.33
341,2025-04-07 00:00:00,B-8117,Commercial,1496.48,Medium,33.5,75.2,Windy,Grid,121.71,0.0,4956.06,98.51
342,2025-06-21 20:00:00,B-2114,Industrial,3647.02,High,23.2,79.8,Cloudy,Solar,45.82,87.28,2039.14,88.15
343,2025-04-17 18:00:00,B-7768,Educational,2726.46,High,19.6,44.5,Sunny,Generator,6.8,0.0,399.5,72.05
344,2025-02-18 13:00:00,B-1903,Industrial,3011.87,Medium,23.1,48.0,Windy,Grid,112.76,0.0,4727.54,96.12
345,2025-01-31 16:00:00,B-4482,Commercial,4268.71,Medium,29.4,65.6,Windy,Grid,134.38,0.0,6371.39,63.16
346,2025-01-15 15:00:00,B-4397,Educational,1235.58,Low,31.5,32.1,Windy,Generator,89.51,0.0,7144.46,94.23
347,2025-03-10 22:00:00,B-7110,Residential,2631.16,High,19.1,79.9,Windy,Generator,91.85,0.0,4096.26,63.75
348,2025-06-05 12:00:00,B-6553,Educational,4552.65,High,29.4,79.8,Cloudy,Grid,132.45,0.0,8327.25,80.7
349,2025-02-21 23:00:00,B-7644,Residential,2180.62,Medium,23.4,56.1,Cloudy,Mixed,117.21,60.19,8872.91,77.74
350,2025-05-03 13:00:00,B-8539,Industrial,3055.09,High,28.7,65.5,Cloudy,Generator,106.88,0.0,5290.28,80.49
351,2025-03-23 12:00:00,B-5773,Residential,565.91,Medium,24.5,59.3,Sunny,Generator,99.57,0.0,7768.58,84.03
352,2025-04-10 08:00:00,B-8471,Residential,3730.79,Low,26.6,68.0,Rainy,Grid,15.29,0.0,767.19,74.47
353,2025-01-29 02:00:00,B-4311,Industrial,2388.84,High,18.8,38.4,Rainy,Generator,45.14,0.0,3559.8,73.25
354,2025-03-16 10:00:00,B-7080,Educational,2436.1,Low,21.3,66.6,Rainy,Grid,45.7,0.0,2206.38,80.66
355,2025-04-23 05:00:00,B-4480,Residential,77.25,Medium,18.1,43.1,Windy,Generator,10.32,0.0,457.39,73.55
356,2025-05-07 23:00:00,B-6004,Residential,4022.8,Medium,27.7,60.8,Windy,Solar,47.56,93.18,2657.68,63.48
357,2025-05-05 19:00:00,B-6607,Commercial,3104.48,High,19.9,50.7,Cloudy,Generator,78.57,0.0,5890.31,79.74
358,2025-05-03 01:00:00,B-1774,Educational,3526.18,Medium,34.9,37.9,Sunny,Solar,44.84,39.46,2550.19,76.44
359,2025-01-18 22:00:00,B-8257,Educational,4542.67,Low,30.1,66.5,Rainy,Mixed,49.86,82.38,3899.17,92.85
360,2025-05-07 13:00:00,B-8668,Educational,57.75,High,28.8,33.1,Rainy,Generator,42.35,0.0,1794.83,84.15
361,2025-04-05 22:00:00,B-5807,Educational,3448.62,Low,19.9,53.0,Windy,Mixed,71.15,36.91,3190.44,76.76
362,2025-06-20 02:00:00,B-3588,Industrial,3768.33,Low,19.2,34.8,Sunny,Generator,56.44,0.0,4383.64,86.74
363,2025-01-01 18:00:00,B-6905,Residential,3409.42,Low,24.2,65.6,Sunny,Solar,6.47,63.61,495.16,84.5
364,2025-04-23 16:00:00,B-9047,Commercial,4374.81,Medium,30.3,37.2,Cloudy,Grid,135.86,0.0,5795.48,81.36
365,2025-06-10 22:00:00,B-4194,Commercial,753.58,High,18.2,55.3,Windy,Grid,47.78,0.0,2840.04,83.09
366,2025-03-18 09:00:00,B-2956,Residential,266.51,Medium,20.1,63.5,Sunny,Generator,54.76,0.0,3787.58,86.09
367,2025-06-08 01:00:00,B-6854,Industrial,4235.74,High,29.8,55.8,Rainy,Mixed,102.58,27.54,5360.07,91.56
368,2025-04-01 08:00:00,B-4406,Commercial,2259.78,High,31.6,79.3,Windy,Solar,129.35,91.66,7403.92,72.75
369,2025-06-11 18:00:00,B-4658,Industrial,2931.88,Low,24.3,66.1,Rainy,Grid,107.31,0.0,7247.31,74.98
370,2025-04-11 01:00:00,B-9303,Commercial,875.96,High,25.3,38.6,Windy,Mixed,134.06,34.59,6190.67,61.02
371,2025-03-20 08:00:00,B-7468,Educational,3246.82,High,28.8,50.4,Cloudy,Solar,15.4,40.96,807.71,87.08
372,2025-05-05 02:00:00,B-7596,Educational,3048.61,Medium,24.2,43.1,Windy,Generator,148.27,0.0,8623.39,87.53
373,2025-03-21 15:00:00,B-9166,Commercial,745.74,Low,26.3,31.7,Rainy,Grid,78.29,0.0,6150.52,75.37
374,2025-05-30 13:00:00,B-8305,Commercial,243.03,Low,18.5,53.3,Sunny,Generator,28.2,0.0,1154.34,90.25
375,2025-02-08 13:00:00,B-9830,Residential,2319.69,High,22.9,84.0,Sunny,Solar,21.84,95.59,1147.88,95.54
376,2025-05-27 05:00:00,B-9503,Residential,3034.57,High,32.1,89.0,Sunny,Solar,46.82,96.11,2602.22,75.42
377,2025-01-15 12:00:00,B-4407,Educational,1734.92,High,27.2,39.2,Rainy,Generator,85.29,0.0,5259.68,90.48
378,2025-06-14 21:00:00,B-5375,Residential,4176.57,Medium,25.5,48.1,Sunny,Solar,42.6,19.46,1802.23,73.7
379,2025-03-15 04:00:00,B-4376,Industrial,1387.73,Low,34.4,63.5,Windy,Generator,55.36,0.0,3499.79,65.57
380,2025-03-29 22:00:00,B-7512,Residential,2248.02,Medium,28.6,59.3,Cloudy,Grid,63.26,0.0,5045.23,95.21
381,2025-01-12 22:00:00,B-7236,Commercial,3135.86,Low,27.7,67.2,Cloudy,Mixed,34.19,39.51,1421.56,79.02
382,2025-06-22 16:00:00,B-1015,Educational,2737.97,Low,21.9,87.8,Rainy,Generator,136.87,0.0,9428.39,81.34
383,2025-04-24 23:00:00,B-5111,Residential,4356.35,High,20.2,77.4,Windy,Mixed,23.1,79.42,1178.81,95.08
384,2025-04-29 22:00:00,B-5390,Commercial,4723.01,Medium,20.5,57.8,Windy,Grid,147.24,0.0,8736.68,94.54
385,2025-06-07 08:00:00,B-1674,Residential,2964.22,Medium,24.4,47.1,Rainy,Mixed,34.47,76.18,1911.76,80.45
386,2025-05-31 02:00:00,B-4761,Educational,2487.01,High,27.8,81.9,Windy,Grid,147.21,0.0,8288.42,93.1
387,2025-04-13 23:00:00,B-3529,Educational,3834.41,Medium,27.7,87.4,Windy,Solar,34.07,10.93,2526.58,77.57
388,2025-06-23 06:00:00,B-2157,Residential,4242.5,High,33.2,33.7,Cloudy,Grid,133.1,0.0,7710.85,80.42
389,2025-03-07 13:00:00,B-2614,Commercial,3151.63,Medium,33.7,31.1,Cloudy,Generator,74.14,0.0,5005.11,88.91
390,2025-02-08 08:00:00,B-6190,Educational,3478.04,Medium,20.3,48.0,Sunny,Generator,57.01,0.0,4114.84,71.15
391,2025-06-23 21:00:00,B-5617,Residential,1092.99,Medium,34.3,30.5,Rainy,Solar,149.68,67.68,10947.41,71.78
392,2025-04-28 09:00:00,B-6871,Educational,120.86,Low,30.5,80.0,Sunny,Mixed,112.37,14.29,7881.31,90.76
393,2025-06-15 23:00:00,B-6044,Residential,3309.78,Medium,31.0,80.8,Sunny,Generator,93.97,0.0,4091.85,79.51
394,2025-01-14 14:00:00,B-6904,Residential,434.36,Low,24.9,54.4,Sunny,Mixed,14.57,34.88,647.49,92.33
395,2025-04-12 19:00:00,B-5959,Industrial,4741.06,High,19.2,87.3,Sunny,Generator,80.77,0.0,4198.64,63.07
396,2025-04-22 08:00:00,B-9679,Commercial,2528.09,Low,31.5,72.4,Windy,Mixed,12.28,7.29,689.09,71.81
397,2025-02-15 17:00:00,B-9948,Industrial,1200.3,High,22.8,78.2,Cloudy,Grid,139.74,0.0,7853.96,96.24
398,2025-05-31 14:00:00,B-9713,Residential,1641.4,High,26.1,43.6,Cloudy,Solar,97.87,97.9,6277.35,74.31
399,2025-04-20 23:00:00,B-3706,Industrial,3256.7,High,20.1,83.3,Rainy,Grid,77.95,0.0,4519.07,83.43
400,2025-06-16 10:00:00,B-4909,Residential,3142.68,High,19.2,71.0,Sunny,Solar,40.08,71.4,2921.89,92.16
401,2025-06-22 11:00:00,B-1240,Industrial,2784.88,Medium,26.8,38.6,Cloudy,Generator,117.43,0.0,5972.06,79.87
402,2025-05-05 02:00:00,B-5516,Industrial,1457.16,High,20.3,67.8,Windy,Mixed,12.88,74.86,678.82,60.01
403,2025-04-18 10:00:00,B-2329,Educational,2580.09,Medium,18.8,46.6,Rainy,Solar,107.51,6.27,7909.89,60.15
404,2025-03-22 00:00:00,B-4648,Commercial,1271.78,High,30.6,49.0,Cloudy,Grid,19.77,0.0,1075.67,70.82
405,2025-03-24 19:00:00,B-2595,Commercial,4221.42,Low,23.3,77.3,Rainy,Grid,134.32,0.0,7703.61,96.4
406,2025-02-27 17:00:00,B-1382,Industrial,1917.72,Low,34.4,35.4,Sunny,Grid,104.62,0.0,6251.31,75.51
407,2025-03-16 21:00:00,B-2114,Residential,3181.92,Medium,30.0,30.3,Rainy,Mixed,29.21,71.3,1947.0,98.64
408,2025-04-18 14:00:00,B-9422,Industrial,3817.14,Low,34.2,72.2,Windy,Mixed,48.22,10.54,3436.78,85.77
409,2025-04-22 17:00:00,B-6421,Industrial,288.52,Medium,24.1,87.4,Windy,Grid,77.56,0.0,4444.9,78.31
410,2025-02-28 17:00:00,B-5536,Residential,1083.97,High,24.3,52.2,Rainy,Mixed,12.59,76.76,713.35,92.89
411,2025-03-07 17:00:00,B-5370,Residential,4259.22,High,21.6,69.4,Cloudy,Generator,73.48,0.0,5526.16,68.63
412,2025-02-01 13:00:00,B-2691,Industrial,3405.18,Low,28.3,47.7,Rainy,Mixed,24.81,65.16,1725.38,72.63
413,2025-03-08 04:00:00,B-7229,Educational,3241.92,Low,24.7,72.8,Cloudy,Mixed,33.89,89.02,1745.21,74.71
414,2025-02-02 18:00:00,B-8230,Residential,337.56,Medium,19.9,61.0,Rainy,Solar,43.8,83.55,1777.74,75.16
415,2025-02-14 03:00:00,B-2532,Industrial,1719.86,Medium,18.3,37.5,Cloudy,Generator,64.98,0.0,3880.25,76.17
416,2025-02-23 05:00:00,B-5995,Commercial,2678.14,Medium,28.1,30.6,Sunny,Mixed,72.29,96.35,4392.43,87.1
